#-символ переноса строки, использовать вместо Entera;;;;;;;;;;
Номера по спискам;Русский;English;中文;Deutsch;Español;Français;Italiano;Português;Polski;Türkçe
Step_Aside;Совершает рывок к врагу, после чего выполняет круговую атаку с ~lg~+/*Weapon_Damage*/%~/~ к урону и ~lg~+/*Knockback_Chance*/%~/~ к шансу отбрасывания.##Уменьшает время восст. умений ветки на ~lg~1~/~ за каждого отброшенного врага.##~y~Пассивный бонус:~/~#~lg~-5%~/~ к времени восст. умений ветки;Charges towards the target and then hits all adjacent enemies with ~lg~+/*Weapon_Damage*/%~/~ Damage and ~lg~+/*Knockback_Chance*/%~/~ Knockback Chance.##Reduces Cooldown Duration for this skill tree by ~lg~1~/~ for each Knockbacked enemy.##~y~Passive bonus:~/~#~lg~-5%~/~ Cooldown Duration for this skill tree;冲向目标，然后攻击临近的所有敌人，本次攻击伤害~lg~+/*Knockback_Chance*/%~/~。##每击退一个敌人，同类技能冷却时间减少~lg~1~/~个回合。##~y~被动加成：~/~#同类技能冷却时间~lg~-5%~/~;Stürmt auf das Ziel zu und trifft dabei alle benachbarten Gegner mit ~lg~+/*Weapon_Damage*/%~/~ Schaden und ~lg~+/*Knockback_Chance*/%~/~ Zurückstoßen-Chance.##Verringert die Abklingzeit für diesen Fertigkeitsbaum um ~lg~1~/~ für jeden zurückgeworfenen Gegner.##~y~Passiver Bonus:~/~#~lg~-5%~/~ Abklingzeit für diesen Fertigkeitsbaum;;;;;Doskok do przeciwników, zadając wszystkim w pobliskim polu ~lg~+/*Weapon_Damage*/%~/~ Obrażerń oraz ma ~lg~+/*Knockback_Chance*/%~/~ szansy na Odrzucenie.##Zmniejsza Czasy Odnowień dla tego drzewka o ~lg~1~/~ za każdego odrzuconego przeciwnika.##~y~Bonus pasywny:~/~#~lg~-5%~/~ Czasów odnowienia dla zdolności tego drzewka;
Unwavering_Stance;Активирует эффект на ~w~4~/~ хода:##~lg~-5%~/~ к получаемому урону#~lg~+10%~/~ к стойкости#~lg~+12.5%~/~ к шансу блока#~lg~+20%~/~ к силе блока.##Каждый успешный удар по врагу продлевает длительность эффекта на ~lg~1~/~ ход и увеличивает его степень (вплоть до ~w~4-й~/~).##~y~Пассивный бонус:~/~#~lg~-5%~/~ к времени восст. умений ветки;Activates the following effect for ~w~4~/~ turns:##~lg~-5%~/~ Damage Taken#~lg~+10%~/~ Fortitude#~lg~+12.5%~/~ Block Chance#~lg~+20%~/~ Block Power##Each successful attack prolongs the duration of this effect by ~lg~1~/~ turn and grants an extra stack of it (up to ~w~4~/~ stacks).##~y~Passive bonus:~/~#~lg~-5%~/~ Cooldown Duration for this skill tree;触发以下效果，持续~w~4~/~个回合：##所受伤害~lg~-5%~/~#坚忍~lg~+10%~/~#格挡几率~lg~+12.5%~/~#格挡效果~lg~+20%~/~##每次攻击成功会令这个效果持续时间延长~lg~1~/~个回合，还会叠加~lr~1~/~层（最多~w~4~/~层）。##~y~被动加成：~/~#同类技能冷却时间~lg~-5%~/~;Aktiviert den folgenden Effekt für ~w~4~/~ Runden:##~lg~-5%~/~ Erlittener Schaden#~lg~+10%~/~ Robustheit#~lg~+12.5%~/~ Blocken-Chance#~lg~+20%~/~ Blocken-Stärke##Jeder erfolgreiche Angriff verlängert die Dauer dieses Effekts um ~lg~1~/~ Runde und gewährt einen zusätzlichen Stapel davon (bis zu ~w~4~/~ Stapel).##~y~Passiver Bonus:~/~#~lg~-5%~/~ Abklingzeit für diesen Fertigkeitsbaum;;;;;Aktywuje następujące efekty na ~w~4~/~ tury:##~lg~-5%~/~ otrzymywanych Obrażeń#~lg~+10%~/~ Zahartowania#~lg~+12.5%~/~ szansy na Blok#~lg~+20%~/~Siły Blokowania##Każdy udany atak przedłuża efekty o ~lg~1~/~ turę i daje punkt potęgowania (do ~w~4~/~).##~y~Bonus pasywny:~/~#~lg~-5%~/~ Czasów odnowienia dla zdolności tego drzewka;
Peacemaker;Наносит по удару с ~r~/*Weapon_Damage*/%~/~ к урону и ~g~+/*Daze_Chance*/%~/~ к шансу ошеломления всем врагам на соседних клетках, после чего ~w~отступает~/~ на выбранную клетку, не провоцируя штрафные атаки.##Даёт ~lg~-10%~/~ к затратами на способности на ~w~5~/~ ходов за каждого задетого врага.##~y~Пассивный бонус:~/~#~lg~-5%~/~ к времени восст. умений ветки;Hits all surrounding enemies with ~r~/*Weapon_Damage*/%~/~ Damage and ~g~+/*Daze_Chance*/%~/~ Daze Chance and then ~w~Retreats~/~ to a chosen tile without triggering attacks of opportunity.##Grants ~lg~-10%~/~ Abilities Energy Cost for ~w~5~/~ turns for each enemy hit.##~y~Passive bonus:~/~#~lg~-5%~/~ Cooldown Duration for this skill tree;对周围所有敌人造成~r~/*Weapon_Damage*/%~/~点伤害，本次攻击击晕几率~g~+/*Daze_Chance*/%~/~，随即~w~后撤~/~到所选方格，不会令对方趁机攻击。##每击中一个敌人，能力精力消耗便~lg~-10%~/~，持续~w~5~/~个回合。##~y~被动加成：~/~#同类技能冷却时间~lg~-5%~/~;Trifft alle umliegenden Gegner mit ~r~/*Weapon_Damage*/%~/~ Schaden und ~g~+/*Daze_Chance*/%~/~ Benommen-Chance und ermöglicht dann einen ~w~Rückzug~/~ auf ein ausgewähltes Feld, ohne Gelegenheitsangriffe auszulösen.##Gewährt ~lg~-10%~/~ Energiekosten für Fertigkeiten für ~w~5~/~ Runden für jeden getroffenen Feind.##~y~Passiver Bonus:~/~#~lg~-5%~/~ Abklingzeit für diesen Fertigkeitsbaum;;;;;Atak w stronę wszystkich pobliskich przeciwników zadając ~r~/*Weapon_Damage*/%~/~ Obrażeń oraz z ~g~+/*Daze_Chance*/%~/~ szansy na Dezorientację. Następnie atak powoduje ~w~Wycofanie~/~ na wybrane pole bez aktywowania ataków odwetowych po ucieczce.##Daje ~lg~-10%~/~ kosztu Energii dla zdolności na ~w~5~/~ tur za każdego trafionego przeciwnika.##~y~Bonus pasywny:~/~#~lg~-5%~/~ Czasów odnowienia dla zdolności tego drzewka;
destabilizing_hits;Отбрасывание посохами даёт целям ~r~+25%~/~ к получаемому урону на ~w~3~/~ хода.##~y~Пассивный бонус:~/~#~lg~-5%~/~ к времени восст. умений ветки#~lg~+5%~/~ к шансу отбрасывания;Knocking enemies back with staff attacks applies ~r~+25%~/~ Damage Taken for ~w~2~/~ turns.##~y~Passive bonus:~/~#~lg~-5%~/~ Cooldown Duration for this skill tree#~lg~+5%~/~ Knockback Chance;使用长杖击退敌人可令目标所受伤害~r~+25%~/~，效果持续~w~2~/~个回合。##~y~被动加成：~/~#同类技能冷却时间~lg~-5%~/~#击退几率~lg~+5%~/~;Das Zurückstoßen von Gegnern mit Stabangriffen gewährt ~r~+25%~/~ Schaden für ~w~2~/~ Runden.##~y~Passiver Bonus:~/~#~lg~-5%~/~ Abklingzeit für diesen Fertigkeitsbaum#~lg~+5%~/~ Zurückstoßen-Chance;;;;;Odrzucenie przeciwników za pomocą laski nakłada im ~r~+25%~/~ otrzymywanych Obrażeń na ~w~2~/~ tury.##~y~Bonus pasywny:~/~#~lg~-5%~/~ Czasów odnowienia dla zdolności tego drzewka#~lg~+5%~/~ szansy na Odrzucenie;
now_or_never;Успешный блок посохом даёт ~lg~+33%~/~ к шансу контрудара на следующий ход.#Эффект суммируется.##~y~Пассивный бонус:~/~#~lg~-5%~/~ к времени восст. умений ветки#~lg~+7~/~ к силе блока;Successful blocking with staffs grants ~lg~+33%~/~ Counter Chance for the next turn.#This effects stacks.##~y~Passive bonus:~/~#~lg~-5%~/~ Cooldown Duration for this skill tree#~lg~+7~/~ Block Power;长杖格挡成功可令你下一回合反击几率~lg~+33%~/~。#这个效果可以叠加。##~y~被动加成：~/~#同类技能冷却时间~lg~-5%~/~#格挡效果~lg~+7~/~;Erfolgreiches Blocken mit Stäben gewährt ~lg~+33%~/~ Kontern-Chance für die nächste Runde.#Dieser Effekt ist stapelbar.##~y~Passiver Bonus:~/~#~lg~-5%~/~ Abklingzeit für diesen Fertigkeitsbaum#~lg~+7~/~ Blocken-Stärke;;;;;Udane blokowanie laską daje ~lg~+33%~/~ szansy na Kontrę w następnej turze.#Ten efekt się potęguje.##~y~Bonus pasywny:~/~#~lg~-5%~/~ Czasów odnowienia dla zdolności tego drzewka#~lg~+7~/~ Siły Blokowania;
triumph;Убийство посохом даёт ~lg~+10%~/~ к силе магии и ~lg~+10%~/~ к урону на ~w~9~/~ ходов.#Эффект суммируется.##~y~Пассивный бонус:~/~#~lg~-5%~/~ к времени восст. умений ветки#~lg~+5%~/~ к урону оружия;Killing enemies with staffs grants ~lg~+10%~/~ Magic Power and ~lg~+10%~/~ Weapon Damage for ~w~9~/~ turns.#This effect stacks.##~y~Passive bonus:~/~#~lg~-5%~/~ Cooldown Duration for this skill tree#~lg~+5%~/~ Weapon Damage;长杖击杀敌人可令你法力~lg~+10%~/~、武器伤害~lg~+10%~/~，效果持续~w~9~/~个回合。#这个效果可以叠加。##~y~被动加成：~/~#同类技能冷却时间~lg~-5%~/~#武器伤害~lg~+5%~/~;Das Töten von Gegnern mit Stäben gewährt ~lg~+10%~/~ Magische Kraft und ~lg~+10%~/~ Waffenschaden für ~w~9~/~ Runden.#Dieser Effekt ist stapelbar.##~y~Passiver Bonus:~/~#~lg~-5%~/~ Abklingzeit für diesen Fertigkeitsbaum#~lg~+5%~/~ Waffenschaden;;;;;Zabijanie przeciwników laskami daje ~lg~+10%~/~ Mocy Magicznej oraz ~lg~+10%~/~ Obrażeń Broni na ~w~9~/~ tur.#Ten efekt się potęguje.##~y~Bonus pasywny:~/~#~lg~-5%~/~ Czasów odnowienia dla zdolności tego drzewka#~lg~+5%~/~ Obrażeń Broni;
battle_trance;Критические удары посохами снижают время восстановления умений ветки на ~lg~1~/~ ход.##~y~Пассивный бонус:~/~#~lg~-5%~/~ к времени восст. умений ветки#~lg~+5%~/~ к шансу крита;Critical strikes with staffs reduce Cooldown Duration for this skill tree's Abilities by ~lg~1~/~ turn.##~y~Passive bonus:~/~#~lg~-5%~/~ Cooldown Duration for this skill tree#~lg~+5%~/~ Crit Chance;长杖暴击会令同类技能冷却时间减少~lg~1~/~个回合。##~y~被动加成：~/~#同类技能冷却时间~lg~-5%~/~#暴击几率~lg~+5%~/~;Krit. Treffer mit Stäben reduzieren die Abklingzeit der Fertigkeiten dieses Fertigkeitsbaums um ~lg~1~/~ Runde.##~y~Passiver Bonus:~/~#~lg~-5%~/~ Abklingzeit für diesen Fertigkeitsbaum#~lg~+5%~/~ Krit. Chance;;;;;Obrażenia krytyczne zadane laskami zmniejszają Czasy Odnowienia dla tego drzewka o ~lg~1~/~ turę.##~y~Bonus pasywny:~/~#~lg~-5%~/~ Czasów odnowienia dla zdolności tego drzewka#~lg~+5%~/~ szansy na obr. Krytyczne;
;;;;;;;;;;
;///// ЩИТЫ;;;;;;;;;
;;;;;;;;;;
Raise_Shield;Активирует эффект на ~w~2~/~ хода:##~lg~+/*Block_Chance*/%~/~ к шансу блока#~lg~+/*Block_Power*/%~/~ к силе блока#~lg~+20%~/~ к сопр. отбрасыванию#~r~-100%~/~ к шансу уклонения##~y~Пассивный бонус:~/~#~lg~-5%~/~ к времени восст. умений ветки;Activates the following effect for ~w~2~/~ turns:##~lg~+/*Block_Chance*/%~/~ Block Chance#~lg~+/*Block_Power*/%~/~ Block Power#~lg~+20%~/~ Knockback Resistance#~r~-100%~/~ Dodge Chance##~y~Passive bonus:~/~#~lg~-5%~/~ Cooldown Duration for this skill tree;触发以下效果，持续~w~2~/~个回合：##格挡几率~lg~+/*Block_Chance*/%~/~#格挡效果~lg~+/*Block_Power*/%~/~#击退抗性~lg~+25%~/~#闪躲几率~r~-100%~/~##~y~被动加成：~/~#同类技能冷却时间~lg~-5%~/~;Aktiviert den folgenden Effekt für ~w~2~/~ Runden:##~lg~+/*Block_Chance*/%~/~ Blocken- Chance#~lg~+/*Block_Power*/%~/~ Blocken-Stärke#~lg~+20%~/~ Zurückstoßen-Resistenz#~r~-100%~/~ Ausweichen-Chance##~y~Passiver Bonus:~/~#~lg~-5%~/~ Abklingzeit für diesen Fertigkeitsbaum;;;;;Aktywuje poniższe efekty na ~w~2~/~ tury:##~lg~+/*Block_Chance*/%~/~ szansy na Blok#~lg~+/*Block_Power*/%~/~ Siły Blokowania#~lg~+20%~/~ szansy na Odrzucenie#~r~-100%~/~ szansy na Unik##~y~Bonus pasywny:~/~#~lg~-5%~/~ Czasów odnowienia dla zdolności tego drzewka;
Ram;Бьёт щитом, нанося ~w~/*Blunt_Damage*/ дробящего урона~/~.##С ~w~/*Daze_Chance*/%~/~ шансом ошеломляет на ~w~3~/~ хода.##Если удар не ошеломляет противника, уменьшает время восстановления ~w~Удара щитом~/~ и ~w~Поднятия щита~/~ на ~w~3~/~ хода. ##~y~Пассивный бонус:~/~#~lg~-5%~/~ к времени восст. умений ветки;Performs a shield bash, dealing ~w~/*Blunt_Damage*/ Crushing Damage~/~.##Has a ~w~/*Daze_Chance*/%~/~ chance to ~w~Daze~/~ for ~w~3~/~ turns.##If the bash doesn't ~w~Daze~/~ the target, reduces ~w~Shield Bash~/~ and ~w~Raise Shield~/~ cooldowns by ~w~3~/~ turns.##~y~Passive bonus:~/~#~lg~-5%~/~ Cooldown Duration for this skill tree;发动一次盾击，造成~w~/*Blunt_Damage*/点钝器伤害~/~。##有~w~/*Daze_Chance*/%~/~的几率造成~w~3~/~个回合的~w~眩晕~/~。##如果盾击没有~w~击晕~/~目标，~w~盾击~/~和~w~举盾~/~的冷却时间减少~w~3~/~个回合。##~y~被动加成：~/~#同类技能冷却时间~lg~-5%~/~;Führt ein Schlag mit dem Schild aus, wobei ~w~/*Blunt_Damage*/ Schmetterschaden~/~ verursacht wird.##Hat eine ~w~/*Daze_Chance*/%~/~ Chance auf ~w~Benommen~/~ für ~w~3~/~ Runden.##Wenn der Schlag nicht ~w~Benommen~/~ macht, reduzieren sich die Abklingzeiten für ~w~Schildschlag~/~ und ~w~Schild heben~/~ um ~w~3~/~ Runden.##~y~Passiver Bonus:~/~#~lg~-5%~/~ Abklingzeit für diesen Fertigkeitsbaum;;;;;Uderzenie tarczą zadające ~w~/*Blunt_Damage*/ Obrażeń Obalających~/~.##Ma ~w~/*Daze_Chance*/%~/~ szansy na ~w~Dezorientację~/~ na ~w~3~/~ tury.##Jeżeli uderzenie nie spowoduje ~w~Dezorientacji~/~ celu, obniża Czas Odnowień dla ~w~Uderzenia Tarczą~/~ i ~w~Uniesienia Tarczy~/~ o ~w~3~/~ tury.##~y~Bonus pasywny:~/~#~lg~-5%~/~ Czasów odnowienia dla zdolności tego drzewka;
Defensive_Stance;Активирует эффект на ~w~4~/~ хода: ##~lg~+15%~/~ к силе блока#~lg~+10%~/~ к шансу контрудара#~lg~-5%~/~ к получаемому урону#~lg~+12.5%~/~ к стойкости##Каждый полученная атака продлевает длительность эффекта на ~lg~1~/~ ход и увеличивает его степень (вплоть до ~w~4-й~/~).##~y~Пассивный бонус:~/~#~lg~-5%~/~ к времени восст. умений ветки;Activates the following effect for ~w~4~/~ turns: ##~lg~+15%~/~ Block Power#~lg~+10%~/~ Counter Chance#~lg~-5%~/~ Damage Taken#~lg~+12.5%~/~ Fortitude##Each attack you recieve prolongs the duration of this effect by ~lg~1~/~ turn and grants an extra stack of it (up to ~w~4~/~ stacks).##~y~Passive bonus:~/~#~lg~-5%~/~ Cooldown Duration for this skill tree;触发以下效果，持续~w~4~/~个回合：##格挡效果~lg~+15%~/~#反击几率~lg~+10%~/~#所受伤害~lg~-5%~/~#坚忍#~lg~+12.5%~/~##每受到一次攻击，这个效果持续时间便会延长~lg~1~/~个回合，还会增加~lr~1~/~层（最多~w~4~/~层）。##~y~被动加成：~/~#同类技能冷却时间~lg~-5%~/~;Aktiviert den folgenden Effekt für ~w~4~/~ Runden: ##~lg~+15%~/~ Blocken-Stärke#~lg~+10%~/~ Kontern-Chance#~lg~-5%~/~ Erlittener Schaden#~lg~+12.5%~/~ Robustheit##Jeder Angriff auf dich verlängert die Dauer dieses Effekts um ~lg~1~/~ Runde und gewährt einen zusätzlichen Stapel davon (bis zu ~w~4~/~ Stapel).##~y~Passiver Bonus:~/~#~lg~-5%~/~ Abklingzeit für diesen Fertigkeitsbaum;;;;;Aktywuje poniższe efekty na ~w~4~/~ tury: ##~lg~+15%~/~ Siły Blokowania#~lg~+10%~/~ szansy na Kontrę#~lg~-5%~/~ otrzymanych Obrażeń#~lg~+12.5%~/~ Zahartowania##Każdy otrzymany atak przedłuża efekty o ~lg~1~/~ turę i daje punkt potęgowania efektów (do ~w~4~/~).##~y~Bonus pasywny:~/~#~lg~-5%~/~ Czasów odnowienia dla zdolności tego drzewka;
Breakthrough;Бьёт щитом всех врагов на трёх соседних клетках, нанося ~w~/*Blunt_Damage*/ дробящего урона~/~.##С ~w~/*Knockback_Chance*/%~/~ шансом ~w~отбрасывает~/~ задетые цели назад.#Уменьшает время восстановления умений ветки на ~lg~2~/~ хода за каждого отброшенного врага.##~y~Пассивный бонус:~/~#~lg~-5%~/~ к времени восст. умений ветки;Shield bashes all enemies on three adjacent tiles dealing ~w~/*Blunt_Damage*/ Crushing Damage~/~.##Has a ~w~/*Knockback_Chance*/%~/~ chance to inflict ~w~Knockback~/~ to all enemies hit.#Reduces Cooldown Duration for this skill tree by ~lg~2~/~ for each enemy you Knockbacked with this skill.##~y~Passive bonus:~/~#~lg~-5%~/~ Cooldown Duration for this skill tree;对三个临近方格上的所有敌人造成~w~/*Blunt_Damage*/点钝器伤害~/~的盾击。##有~w~/*Knockback_Chance*/%~/~的几率~w~击退~/~所有命中的敌人。#这个技能每击退一个敌人，同类技能冷却时间便减少~lg~2~/~个回合。##~y~被动加成：~/~#同类技能冷却时间~lg~-5%~/~;Der Schild trifft alle Gegner auf drei benachbarten Feldern und verursacht ~w~/*Blunt_Damage*/ Schmetterschaden~/~.##Hat eine ~w~/*Knockback_Chance*/%~/~ Chance alle getroffenen Gegner ~w~Zurückzuwerfen~/~.#Verringert die Abklingzeit für diesen Fertigkeitsbaum um ~lg~2~/~ für jeden Gegner, den du mit dieser Fertigkeit zurückgeworfen hast.##~y~Passiver Bonus:~/~#~lg~-5%~/~ Abklingzeit für diesen Fertigkeitsbaum;;;;;Uderzenie tarczą we wszystkich przeciwników na trzech pobliskich polach zadające ~w~/*Blunt_Damage*/ Obrażeń Obalających~/~.##Ma ~w~/*Knockback_Chance*/%~/~ szansy, by ~w~Odrzucić~/~ wszystkich przeciwników przy trafieniu.#Zmniejsza Czasy Odnowień dla tego drzewka o ~lg~2~/~ za każdego odrzuconego przeciwnika tą zdolnością.##~y~Bonus pasywny:~/~#~lg~-5%~/~ Czasów odnowienia dla zdolności tego drzewka;
surprise_onrush;Блокирование удара ближнего боя с ~w~20%~/~ шансом может применить по атакующему ~w~Удар щитом~/~.##~y~Пассивный бонус:~/~#~lg~-5%~/~ к времени восст. умений ветки#~lg~+3%~/~ к шансу контрудара ;Performing a successful melee block has ~w~20%~/~ chance to ~w~Shield Bash~/~ the attacker.##~y~Passive bonus:~/~#~lg~-5%~/~ Cooldown Duration for this skill tree#~lg~+3%~/~ Counter Chance.;成功发动一次近身格挡有~w~20%~/~的几率对攻击者发动~w~盾击~/~。##~y~被动加成：~/~#同类技能冷却时间~lg~-5%~/~#反击几率~lg~+3%~/~。;Die Durchführung eines erfolgreichen Nahkampfblocks hat eine ~w~20%~/~ Chance auf ~w~Schildschlag~/~ gegen den Angreifer.##~y~Passiver Bonus:~/~#~lg~-5%~/~ Abklingzeit für diesen Fertigkeitsbaum#~lg~+3%~/~ Kontern-Chance.;;;;;Udane blokowanie w walce wręcz daje ~w~20%~/~ szansy na ~w~Uderzenie Tarczą~/~ atakującego.##~y~Bonus pasywny:~/~#~lg~-5%~/~ Czasów odnowienia dla zdolności tego drzewka#~lg~+3%~/~ szansy na Kontrę;
