Номера по спискам;Русский;English;中文;Deutsch;Español;Français;Italiano;Polski
Crimson Headband;Наглядный пример того, что лучшая защита - это нападение.;A great example of why the best defence is a good offense.;完美阐释了“最好的进攻就是防御”。;Ein großartiges Beispiel dafür, warum die beste Verteidigung eine gute Offensive ist.;;;;Doskonały przykład dlaczego doskonała obrona, to doskonały atak.
Peasant Cap;Этот чепец примечателен лишь тем, что его слишком давно не мыли.;The only distinguishing feature about this cap is that it wasn't washed for way too long.;这个兜帽好像还没洗过几次，这是它唯一的特点。;Das einzige besondere Merkmal dieser Mütze ist, dass sie allzu lange nicht gewaschen wurde.;;;;Jedyną nietypową cechą rzucającą się w oczy w tym czepsu jest fakt, że nikt go nie prał od dawien dawna.
Hood;Шерстяной колпак с игриво загнутым кончиком. Когда-то такие были очень модны среди маэнских горожан.;A woolen hood with a tip folded in a playful manner. These were once popular among the townsmen of Maen.;羊毛兜帽，顶部随便折了一个尖。曼恩的城里人以前特别爱戴这种兜帽。;Eine Wollkapuze mit einer spielerisch gefalteten Spitze. Diese waren einst bei den Bürgern von Maen beliebt.;;;;Płócienny kaptur z czubkiem wykonanym w zabawny sposób. Kiedyś był popularny wśród mieszkańców Maen.
Peasant Hat;В случае жары или непогоды поля можно слегка отвернуть.;In case of heat or rain it can be rolled back a bit.;太阳太大或者下雨的时候，帽檐都可以展开。;Im Falle von Hitze oder Regen kann er ein wenig zurückgeschoben werden.;;;;W momencie, kiedy spadnie deszcz zawsze można go lekko rozwinąć.
Apprentice Cowl;В этой накидке голова будто бы проясняется... или так только кажется?;This cowl makes your head clearer... Or is it just your imagination?;戴上这种兜帽，脑子就会更加清楚……会不会只是心理作用？;Diese Kapuze macht deinen Kopf klarer... Oder ist es nur deine Fantasie?;;;;Ten kaptur sprawia, że umysł staje się nieco bardziej czysty... Czy to tylko wyobrażenie?
Arcanist Cowl;Почти не мнётся во время скачков через порталы.;Almost doesn't wrinkle when subjected to portal jumps.;就算进出传送门，基本上也不会起皱。;Knittert fast nicht, wenn es zu Portalsprüngen kommt.;;;;Nawet się nie pomarszczył przez wiele skoków w portale, jakie przetrwał.
Pyromancer Cowl;Магия огня бывает опасна даже для самих пиромантов. Этот капюшон тушит языки пламени, подобравшиеся к лицу слишком близко.;Fire magic can be dangerous even for pyromancers themselves. This cowl extinguished the flames which creep dangerously close to its wearer's face.;炎术魔法十分危险，就算炎术法师也不敢掉以轻心。如果火焰窜到了脖子以上的部位，这个兜帽可以将它立即扑灭。;Feuermagie kann sogar für die Pyromanten selbst gefährlich sein. Diese Kapuze löscht die Flammen, die gefährlich nahe an das Gesicht ihres Trägers kriechen.;;;;Magia ognia może być niebezpieczna nawet dla samych Piromantów. Ten kaptur zdaje się, że ugasił płomienie nie jeden raz chroniąc twarz właściciela przed wielkim żarem.
Geomancer Cowl;Стоит лишь надеть этот капюшон, как начинаешь ощущать странное единение с землёй под ногами.;When you pull up this cowl, you feel a sudden union with the ground under your feet.;你套上这个兜帽的一瞬间，就会感觉到自己和脚下的大地变成了一体。;Wenn man diese Kapuze hochzieht, spürt man eine plötzliche Verbindung mit dem Boden unter den Füßen.;;;;Kiedy tylko naciągniesz ten kaptur na głowę, czujesz niezwykłą jedność z ziemią pod twoimi stopami.
Mail Coif;Кольчужные накидки используются повсеместно - они стоят не самых больших денег, легки и при этом хорошо защищают от рубящих ударов.;Mail coifs are ubiquitous - they don't cost much, are lightweight and provide decent protection against slashing strikes.;链甲头套随处可见，这种东西造价不贵，又轻便，而且可以有效抵御劈砍。;Ketten-Halsbergen sind allgegenwärtig - sie kosten nicht viel, sind leicht und bieten einen angemessenen Schutz gegen schlitzende Schläge.;;;;Kaptury kolcze są często spotykane - nie kosztują wiele, są lekkie i zapewniają niezłą ochronę przed atakami tnącymi.
Cone Helmet;Шлемам такой формы уже пара сотен лет - в них сражаются лишь те, кто не может позволить себе ничего лучше.;Helmets of this shape have been outdated for a couple centuries. Only those who can't afford anything better use them.;这种外形的头盔几百年之前就没什么人用了。这年头，只有戴不起好头盔的人才戴这种东西。;Helme dieser Form sind seit einigen Jahrhunderten veraltet. Nur diejenigen, die sich nichts besseres leisten können, benutzen sie.;;;;Hełmy tego typu są przestarzałe przynajmniej o kilka stuleci. Tylko ci, których nie stać na nic lepszego ich używają.
Flat Keetle Helmet;Айзенхут легок в производстве, даёт неплохую защиту и поэтому используется повсеместно.;This kettle hat is easy to produce, provides good protection and therefore is fairly widespread.;这种锅盔制造简便，防护效果好，所以相当普及。;Dieser Kesselhelm ist leicht herzustellen, bietet einen guten Schutz und ist daher ziemlich weit verbreitet.;;;;Takie hełmy są bardzo proste w produkcji, zapewniają dobrą osłonę, co czyni je bardzo często spotykanymi.
Open Bascinet;Удары по бацинету часто соскальзывают благодаря его куполообразной форме.;Thanks to its rounded shape, bascinet often completely deflects enemy blows.;这种头盔没有明显的棱角，可以很好地避开敌人的击打。;Dank ihrer abgerundeten Form wehrt die Beckenhaube die feindlichen Schläge oft vollständig ab.;;;;Dzięki zaokrąglonemu kształtowi basinety bardzo często ratują życie właścicielowi skutecznie odbijając ciosy.
Bascinet With Grate;Бацинет, оснащённый решётчатым забралом с наносником. Защищает лицо лучше открытого варианта.;A bascinet with a grated visor and a nose guard. Protects the face better than an open version.;这种头盔有栅状面甲和护臂，面部的防护效果优于敞面头盔。;Eine Beckenhaube mit einem Gittervisier und einem Nasenschutz. Schützt das Gesicht besser als eine offene Version.;;;;Basinet ze świetnym polem widzenia i nosalem. Lepiej chroni twarz niż model z otwartą częścią.
Klappvisor Bascinet;Забрало этого бацинета надёжно оберегает от рубящих и колющих ударов, но сильно ограничивает обзор.;The visor of this bascinet provides solid protection against slashing and piercing damage. However, it greatly reduces your vision.;这个头盔的面甲可以很好地抵御劈砍和穿刺攻击，不过严重限制了穿戴者的视野。;Das Visier dieser Beckenhaube bietet einen soliden Schutz gegen Schlitz- und Durchstichschäden. Es reduziert jedoch Ihre Sicht erheblich.;;;;Pole widzenia w tym basinecie jest ograniczone, jednak doskonale chroni przed atakami tnącymi oraz przebijającymi. Kosztem tego, co widzisz ze środka.
Hounskull Bascinet;Забрало-хундсгугель выглядит причудливо, но лучше отводит удары - да и дышать в нём куда легче.;A houndskull visor may look peculiar but it deflects blows well. It also provides some room to breathe.;犬面头盔的面甲造型可能比较奇特，不过戴上这种头盔，可以避免很多伤害，而且呼吸相对更加畅通。;Ein Hundeschädelvisier mag zwar merkwürdig aussehen, aber es lenkt Schläge gut ab. Es bietet auch etwas Raum zum Atmen.;;;;Zasłona w kształcie głowy psa nie tylko wygląda groźnie, ale również świetnie chroni. Do tego zapewnia więcej miejsca na oddech.
Sallet;Салад снискал большую популярность среди альдорского воинства. Открытый вариант удобен в бою и не особо дорог.;Sallets are popular among warriors of Aldor. An open version is comfortable to wear in combat and doesn't cost much.;奥尔多的战士喜欢轻盔，敞面轻盔戴着舒服，造价低廉。;Sallets sind bei den Kriegern von Aldor sehr beliebt. Eine offene Version ist im Kampf bequem zu tragen und kostet nicht viel.;;;;Salady są niezwykle popularne wśród wojowników Aldoru. Zasłona w otwartej formie jest komfortowa w noszeniu i nie kosztuje wiele.
Gryphon Sallet;Клювообразное забрало этого салада защищает лицо от большинства ударов. Такой шлем часто можно увидеть на знатных мужах.;The beak-like shape of this sallet protects the face from the majority of enemy blows. This type of helmet is popular among the nobility.;这种轻盔前端形似鸟喙，穿戴者可以免受很多攻击的伤害。这种头盔很受贵族喜爱。;Die schnabelartige Form dieses Sallets schützt das Gesicht vor den meisten feindlichen Schlägen. Diese Art von Helm ist beim Adel beliebt.;;;;Kształt w stylu dzioba tej salady chroni twarz przed większością ciosów. Ten typ hełmu popularny jest wśród wysoko urodzonych.
Hired Blade Cowl;Такие маски надевают на самые сомнительные контракты, когда жизненно важно остаться неузнанным.;These masks are worn while working the most dubious contracts, when anonymity becomes vital.;有些契据的任务不宜抛头露面，最适合戴这种兜帽。;Diese Kapuzen werden während der Arbeit an den zweifelhaftesten Aufträgen getragen, wenn Anonymität lebenswichtig wird.;;;;Ten rodzaj maski doskonale się sprawdza w wielu podejrzanych kontraktach, gdzie anonimowość gra wielką rolę.
Witch Hat;С виду - старая пыльная шляпа. Но почему-то она словно просится быть надетой на голову.;It's old and dusty. But for some reason you are compelled to put it on your head.;又旧又脏，可是不知道为什么，你总想把它戴在头上。;Er ist alt und vertaubt. Aus irgendeinem Grund möchtest du ihn aber aufsetzen.;;;;Jest stary i zakurzony. Ale jakimś cudem jesteś zmuszony założyć ten rupieć na głowę.
Pigfaced Bascinet;Бацинеты с такими забралами для Альдора в новинку. Какой мастер его выковал?;This shape of visored bascinets is a novelty in Aldor. What smith could have crafted it?;奥尔多没有见过这种造型的面甲头盔，什么铁匠会造出这样的东西？;Diese Form der Beckenhaube mit Visier ist eine Neuheit in Aldor. Welcher Schmied könnte sie hergestellt haben?;;;;Ten rodzaj zasłony jest w Aldor całkowitą nowością. Cóż za kowal mógł wytworzyć taki przedmiot?
